numer_sta,date,pmer,tend,cod_tend,dd,ff,t,td,u,vv,ww,w1,w2,n,nbas,hbas,cl,cm,ch,pres,niv_bar,geop,tend24,tn12,tn24,tx12,tx24,tminsol,sw,tw,raf10,rafper,per,etat_sol,ht_neige,ssfrai,perssfrai,rr1,rr3,rr6,rr12,rr24,phenspe1,phenspe2,phenspe3,phenspe4,nnuage1,ctype1,hnuage1,nnuage2,ctype2,hnuage2,nnuage3,ctype3,hnuage3,nnuage4,ctype4,hnuage4,Column1
7314,2.02E+13,102550,60,2,330,7,285.35,280.25,71,15000,3,2,mq,100,8,800,35,20,mq,102270,mq,mq,1020,mq,mq,mq,mq,mq,mq,mq,9,10,-10,1,mq,mq,mq,0,0,0,0,0,mq,mq,mq,mq,4,8,700,4,6,800,mq,mq,mq,mq,mq,mq,
7335,2.02E+13,102370,50,2,330,5.1,284.85,279.75,71,55640,0,mq,mq,100,8,800,mq,mq,mq,100920,mq,mq,1150,mq,mq,mq,mq,283.05,mq,mq,7.6,8.9,-10,0,0,mq,mq,0,0,0,0,0.2,mq,mq,mq,mq,3,mq,780,6,mq,1020,8,mq,1200,mq,mq,mq,
7434,2.02E+13,102290,50,1,330,3.6,281.55,278.25,80,44850,0,mq,mq,100,8,450,mq,mq,mq,97450,mq,mq,980,mq,mq,mq,mq,281.65,mq,mq,6.9,8.9,-10,mq,0,mq,mq,0,-0.1,-0.1,2.4,13.7,mq,mq,mq,mq,7,mq,480,7,mq,630,8,mq,900,mq,mq,mq,
7460,2.02E+13,102080,70,3,340,5.7,282.25,278.25,76,55140,0,mq,mq,100,8,800,mq,mq,mq,98100,mq,mq,840,mq,mq,mq,mq,280.45,mq,mq,8.6,10,-10,2,0,mq,mq,0.2,0.2,0.4,0.4,0.8,mq,mq,mq,mq,5,mq,600,7,mq,750,8,mq,960,mq,8,mq,
7471,2.02E+13,mq,30,3,330,7.5,280.55,276.25,74,20000,0,mq,mq,100,8,800,mq,mq,mq,92150,92500,802,650,mq,mq,mq,mq,276.35,mq,mq,10.7,12,-10,0,0,mq,mq,0,0,0.2,0.2,1.8,mq,mq,mq,mq,8,mq,660,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7481,2.02E+13,101870,30,3,330,6,282.85,280.45,85,15000,60,6,2,100,8,450,38,mq,mq,98980,mq,mq,660,mq,mq,mq,mq,mq,mq,mq,9,9.3,-10,2,0,0,-30,-0.1,0.4,0.6,3.6,6.8,mq,mq,mq,mq,6,8,420,1,8,500,7,6,690,mq,mq,mq,
7510,2.02E+13,102440,30,3,310,5.5,286.75,280.25,65,48150,0,mq,mq,100,6,800,mq,mq,mq,101860,mq,mq,750,mq,mq,mq,mq,279.95,mq,mq,7.9,10.3,-10,0,0,mq,mq,0,0,2.4,3,4.2,mq,mq,mq,mq,4,mq,960,5,mq,1170,6,mq,1410,mq,mq,mq,
7535,2.02E+13,102250,30,2,320,3.5,284.15,278.65,69,20000,0,mq,mq,100,8,800,mq,mq,mq,99110,mq,mq,810,mq,mq,mq,mq,282.75,mq,mq,6.9,11.7,-10,0,0,mq,mq,0,0,0.2,0.2,4.4,mq,mq,mq,mq,1,mq,900,8,mq,1260,mq,mq,mq,mq,mq,mq,
7558,2.02E+13,101760,-20,6,320,13.9,282.35,277.95,74,20000,0,mq,mq,mq,mq,mq,mq,mq,mq,93450,mq,mq,460,mq,mq,mq,mq,276.95,mq,mq,21.1,21.1,-10,mq,0,mq,mq,0,-0.1,-0.1,-0.1,11.5,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7577,2.02E+13,101610,0,5,20,6.8,286.65,278.75,59,20000,0,mq,mq,mq,mq,mq,mq,mq,mq,100720,mq,mq,640,mq,mq,mq,mq,282.15,mq,mq,11.9,14.7,-10,2,0,mq,mq,0,0,0,0.2,0.2,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7591,2.02E+13,mq,60,5,180,2.7,288.35,271.75,32,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,90960,mq,mq,240,mq,274.35,mq,288.35,mq,mq,mq,mq,mq,mq,mq,0,mq,mq,0,0,0,0,1.4,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7607,2.02E+13,102450,-10,5,290,8.4,286.35,281.45,72,42640,0,mq,mq,100,8,450,mq,mq,mq,101740,mq,mq,660,mq,mq,mq,mq,284.75,mq,mq,14,14.2,-10,mq,0,mq,mq,0,-0.1,0.2,1.6,6.2,mq,mq,mq,mq,1,mq,390,4,mq,1500,8,mq,2040,mq,8,mq,
7621,2.02E+13,102440,-50,8,230,6.2,283.55,280.65,82,12350,0,mq,mq,100,5,800,mq,mq,mq,98080,mq,mq,450,mq,mq,mq,mq,281.65,mq,mq,9.3,9.3,-10,1,0,mq,mq,0.4,3.4,4.2,10.1,24.4,mq,mq,mq,mq,3,mq,690,5,mq,870,5,mq,1470,mq,9,mq,
7627,2.02E+13,102430,0,4,260,2.3,282.35,280.25,87,16960,62,mq,mq,90,7,800,mq,mq,mq,97460,mq,mq,600,mq,mq,mq,mq,281.65,mq,mq,5.2,8.6,-10,2,0,mq,mq,-0.1,-0.1,-0.1,0.4,1.8,mq,mq,mq,mq,1,mq,690,3,mq,900,6,mq,1050,mq,mq,mq,
7630,2.02E+13,102250,-20,7,300,7.8,286.85,282.05,73,6950,0,mq,mq,90,2,800,mq,mq,mq,100450,mq,mq,420,mq,mq,mq,mq,280.25,mq,mq,13.1,14,-10,0,0,mq,mq,0.8,1,1,1,3.4,mq,mq,mq,mq,1,mq,870,5,mq,2160,7,mq,2460,mq,9,mq,
7643,2.02E+13,101460,-50,5,310,10.8,291.95,274.85,32,40140,0,mq,mq,90,7,2250,mq,mq,mq,101370,mq,mq,210,mq,mq,mq,mq,280.15,mq,mq,16,17.6,-10,mq,0,mq,mq,0,0,0,0,0,mq,mq,mq,mq,5,mq,2100,7,mq,2460,mq,mq,mq,mq,mq,mq,
7650,2.02E+13,101170,-30,6,320,14.6,290.45,278.75,46,7930,0,mq,mq,mq,0,mq,mq,mq,mq,100790,mq,mq,80,mq,mq,mq,mq,283.05,mq,mq,21.1,26.9,-10,0,0,mq,mq,0,0,0,0,0,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7661,2.02E+13,mq,mq,mq,80,9.1,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,15,15,-10,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7690,2.02E+13,101020,-40,7,210,4.3,290.25,280.35,52,40000,3,1,1,60,1,mq,32,23,12,100710,mq,mq,530,mq,mq,mq,mq,283.75,mq,mq,5.9,6.2,-10,0,0,mq,mq,0,0,0,0,0,mq,mq,mq,mq,1,8,700,2,3,2600,4,0,7000,mq,mq,mq,
7747,2.02E+13,101740,-30,7,300,13.1,288.55,276.35,44,7320,0,mq,mq,mq,1,1250,mq,mq,mq,101210,mq,mq,380,mq,mq,mq,mq,283.35,mq,mq,24.5,25.3,-10,0,0,mq,mq,-0.1,-0.1,-0.1,-0.1,-0.1,mq,mq,mq,mq,1,mq,1320,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7761,2.02E+13,100840,-20,8,90,1.3,288.25,282.65,69,42750,0,mq,mq,mq,1,5520,mq,mq,mq,100730,mq,mq,-290,mq,mq,mq,mq,284.55,mq,mq,2.4,3.3,-10,mq,0,mq,mq,0,0.6,3.6,3.6,3.8,mq,mq,mq,mq,1,mq,5520,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7790,2.02E+13,100880,-70,5,360,4.6,288.25,283.05,71,59360,0,mq,mq,90,7,1750,mq,mq,mq,100740,mq,mq,100,mq,mq,mq,mq,mq,mq,mq,6.3,6.7,-10,mq,mq,mq,mq,0,0,0,1.2,1.2,mq,mq,mq,mq,1,mq,1500,7,mq,5520,mq,mq,mq,mq,mq,mq,
61968,2.02E+13,100910,60,3,80,3,300.95,297.35,81,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,100860,mq,mq,-140,mq,295.85,mq,303.35,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,0,0,0,14.9,82,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
61972,2.02E+13,101270,10,3,mq,mq,299.45,294.25,73,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,101200,mq,mq,-130,mq,298.55,mq,302.55,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,0,0,0,0,0,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
61976,2.02E+13,101110,110,2,110,5.8,301.35,296.45,75,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,101020,mq,mq,-130,mq,300.25,mq,304.65,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,0,0,0,0,0,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
61980,2.02E+13,101250,80,1,120,3.6,299.25,295.35,79,57720,0,mq,mq,mq,2,2250,mq,mq,mq,101100,mq,mq,-170,mq,mq,mq,mq,mq,mq,mq,5.2,5.2,-10,mq,mq,mq,mq,0,0,0.2,0.2,0.2,mq,mq,mq,mq,1,mq,2040,mq,mq,mq,mq,mq,mq,mq,mq,mq,
61996,2.02E+13,101720,0,5,290,5.2,291.75,291.25,97,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,101380,mq,mq,-770,mq,287.35,mq,294.25,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,0.6,1.4,1.4,1.4,2.2,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
61997,2.02E+13,101610,150,1,260,6.3,277.55,273.55,75,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,99810,mq,mq,2590,mq,275.45,mq,279.55,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,0,0,0,0,4.2,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
61998,2.02E+13,98920,20,3,300,10.8,279.25,274.75,73,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,98560,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,19,-10,mq,mq,mq,mq,0.2,0.2,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
67005,2.02E+13,100860,0,5,180,5,301.35,298.15,83,20000,0,mq,mq,mq,2,450,mq,mq,mq,100780,mq,mq,-190,mq,mq,mq,mq,mq,mq,mq,7.2,7.8,-10,mq,mq,mq,mq,0,0,0,41,53.1,mq,mq,mq,mq,2,mq,510,mq,mq,mq,mq,mq,mq,mq,mq,mq,
71805,2.02E+13,99060,-50,8,190,3.6,276.05,276.05,100,300,45,mq,mq,101,9,30,mq,mq,mq,98970,mq,mq,-2860,mq,mq,mq,mq,273.25,mq,mq,5,5.6,-10,mq,mq,mq,mq,0,-0.1,-0.1,5.1,9.3,mq,mq,mq,mq,0,0,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
78890,2.02E+13,101850,60,0,90,7.8,300.75,294.05,67,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,101530,mq,mq,-90,mq,298.25,mq,302.55,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,0,0,0,0,0,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
78894,2.02E+13,101930,60,1,60,5.6,300.65,293.75,66,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,101420,mq,mq,-140,mq,296.65,mq,301.55,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,0,0,0,0,1.8,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
78897,2.02E+13,101860,30,1,110,6.8,301.55,293.35,61,43950,mq,mq,mq,mq,mq,mq,mq,mq,mq,101770,mq,mq,-70,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,-0.1,-0.1,-0.1,-0.1,-0.1,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
78922,2.02E+13,101820,60,1,110,9.5,300.95,295.45,72,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,101380,mq,mq,-90,mq,296.25,mq,301.45,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,0,0,0,1.2,1.2,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
78925,2.02E+13,101780,50,1,100,7.5,300.15,295.55,76,45750,60,mq,mq,mq,4,800,mq,mq,mq,101690,mq,mq,-110,mq,mq,mq,mq,mq,mq,mq,12.7,15.1,-10,mq,mq,mq,mq,1.6,1.6,2,9.7,15.2,mq,mq,mq,mq,2,mq,810,3,mq,1050,5,mq,2760,mq,mq,mq,
81401,2.02E+13,101410,20,8,60,4.1,304.45,294.95,57,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,101350,mq,mq,-40,mq,295.55,mq,305.95,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,0,0,0,0.6,9.1,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
81405,2.02E+13,101460,10,0,50,6.3,301.15,294.65,68,19820,0,mq,mq,100,8,800,mq,mq,mq,101370,mq,mq,-60,mq,mq,mq,mq,297.05,mq,mq,8.4,11.3,-10,mq,mq,mq,mq,0,0.2,0.2,9,10,mq,mq,mq,mq,5,mq,840,6,mq,990,7,mq,1230,mq,mq,mq,
81408,2.02E+13,101380,20,8,30,3.4,303.65,294.75,59,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,101300,mq,mq,-80,mq,294.65,mq,303.75,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,0,0,0,1.2,2.2,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
81415,2.02E+13,mq,mq,mq,50,6.6,301.25,294.75,68,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,295.85,mq,305.45,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,0,0.2,0.2,0.2,2.6,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
89642,2.02E+13,97440,-190,6,110,3.6,264.75,260.55,69,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,96900,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7005,2.02E+13,102710,200,3,20,5.1,279.65,275.35,74,20000,0,mq,mq,mq,mq,mq,mq,mq,mq,101810,mq,mq,1710,279.65,mq,282.25,mq,279.95,mq,mq,8.5,9.1,-10,mq,0,mq,mq,0,0,-0.1,-0.1,-0.1,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7015,2.02E+13,102710,210,3,20,5.1,279.55,275.25,74,23580,0,mq,mq,100,8,800,mq,mq,mq,102120,mq,mq,1950,279.25,mq,280.05,mq,280.05,mq,mq,7.5,7.6,-10,0,0,mq,mq,0,0,0,0,1.8,mq,mq,mq,mq,8,mq,690,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7020,2.02E+13,102890,130,3,30,5.1,281.95,277.75,75,16000,1,2,mq,75,6,800,37,20,10,102780,mq,mq,1620,281.75,mq,282.85,mq,mq,mq,mq,6.7,7.5,-10,mq,mq,mq,mq,0,0,0,0,0,mq,mq,mq,mq,6,6,800,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7027,2.02E+13,102800,100,3,20,3.3,280.85,276.85,76,46630,0,mq,mq,100,8,800,mq,mq,mq,101970,mq,mq,1600,280.45,mq,281.65,mq,282.65,mq,mq,6.2,8.3,-10,0,0,mq,mq,0,0,0,0.6,1,mq,mq,mq,mq,8,mq,810,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7037,2.02E+13,102660,160,3,340,5,279.85,275.95,76,32900,0,mq,mq,100,8,800,mq,mq,mq,100720,mq,mq,1560,279.65,mq,282.95,mq,281.25,mq,mq,8.4,9,-10,mq,0,mq,mq,0,0,0,-0.1,-0.1,mq,mq,mq,mq,8,mq,750,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7072,2.02E+13,102430,240,2,360,5.4,279.55,277.55,87,12540,0,mq,mq,100,8,450,mq,mq,mq,101250,mq,mq,1660,279.55,mq,281.15,mq,279.45,mq,mq,8,8.9,-10,0,0,mq,mq,0,0,0,1.2,5.4,mq,mq,mq,mq,8,mq,450,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7110,2.02E+13,102910,90,3,20,3.8,283.15,278.75,74,36010,0,mq,mq,mq,5,800,mq,mq,mq,101710,mq,mq,1210,281.85,mq,286.15,mq,280.75,mq,mq,6.8,7.3,-10,0,0,mq,mq,0,0,0,0,0.2,mq,mq,mq,mq,5,mq,660,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7117,2.02E+13,102880,60,3,20,3.7,282.85,279.55,80,30000,3,2,mq,90,7,800,35,mq,mq,102170,mq,mq,1400,282.05,mq,286.15,mq,mq,mq,mq,5.3,5.9,-10,0,mq,mq,mq,0,0,0,0,0,mq,mq,mq,mq,7,6,800,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7130,2.02E+13,102740,90,3,350,4.5,282.95,278.95,76,56440,0,mq,mq,100,8,800,mq,mq,mq,102280,mq,mq,1330,282.75,mq,284.75,mq,283.55,mq,mq,7.1,8.1,-10,0,0,mq,mq,0,0,0,0,0.4,mq,mq,mq,mq,7,mq,690,8,mq,840,mq,mq,mq,mq,mq,mq,
7139,2.02E+13,102650,90,3,330,5.3,280.75,276.75,76,20000,0,mq,mq,100,8,800,mq,mq,mq,100860,mq,mq,1410,280.75,mq,283.15,mq,282.55,mq,mq,7.5,9.2,-10,0,0,mq,mq,0,0,0,-0.1,4.6,mq,mq,mq,mq,8,mq,810,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7149,2.02E+13,102510,180,3,350,5.9,280.25,277.75,84,11760,0,mq,mq,100,8,450,mq,mq,mq,101400,mq,mq,1520,280.25,mq,282.05,mq,mq,mq,mq,10.8,10.8,-10,0,0,mq,mq,-0.1,-0.1,-0.1,0.2,0.8,mq,mq,mq,mq,6,mq,450,8,mq,600,mq,mq,mq,mq,mq,mq,
7168,2.02E+13,102330,190,3,340,5.4,280.35,278.95,91,12680,0,mq,mq,100,8,250,mq,mq,mq,100880,mq,mq,1370,280.35,mq,281.55,mq,281.75,mq,mq,7.4,9.4,-10,0,0,mq,mq,0,0,-0.1,1.4,7,mq,mq,mq,mq,8,mq,270,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7181,2.02E+13,102130,230,3,30,4.6,280.95,280.35,96,8710,60,mq,mq,100,8,150,mq,mq,mq,97910,mq,mq,1300,279.55,mq,281.75,mq,279.55,mq,mq,7.2,7.2,-10,mq,mq,mq,mq,0.6,1,2.4,7,13.5,mq,mq,mq,mq,8,mq,180,mq,8,mq,mq,mq,mq,mq,mq,mq,
7190,2.02E+13,102110,290,3,40,7.1,281.25,279.35,88,41460,0,mq,mq,100,8,450,mq,mq,mq,100270,mq,mq,1340,281.15,mq,287.35,mq,281.45,mq,mq,10.3,12.4,-10,0,0,mq,mq,0,0,0.2,0.8,2.8,mq,mq,mq,mq,8,mq,300,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7207,2.02E+13,102790,70,3,10,4.2,284.25,278.95,70,mq,mq,2,mq,mq,mq,mq,mq,mq,mq,102260,mq,mq,1190,283.45,mq,287.15,mq,mq,mq,mq,6.1,7.9,-10,mq,mq,mq,mq,0,0,0,0,0,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7222,2.02E+13,102650,90,3,360,3.8,284.05,279.55,74,60000,0,mq,mq,100,8,800,mq,mq,mq,102330,mq,mq,1190,281.05,mq,286.55,mq,282.85,mq,mq,6.9,7.8,-10,0,0,mq,mq,0,0,0,0,0,mq,mq,mq,mq,6,mq,750,7,mq,1020,8,mq,1500,mq,mq,mq,
7240,2.02E+13,102520,160,3,340,4.6,282.55,279.05,79,56010,0,mq,mq,100,7,800,mq,mq,mq,101150,mq,mq,1280,281.05,mq,284.45,mq,282.65,mq,mq,9.2,9.9,-10,0,0,mq,mq,0,0,0,0,-0.1,mq,mq,mq,mq,4,mq,660,7,mq,810,7,mq,1020,mq,mq,mq,
7255,2.02E+13,102380,160,3,360,4.1,281.75,279.05,83,20000,0,mq,mq,mq,mq,mq,mq,mq,mq,100350,mq,mq,1130,280.95,mq,282.45,mq,281.35,mq,mq,7.8,9,-10,mq,0,mq,mq,0,-0.1,-0.1,0.4,0.8,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7280,2.02E+13,102090,170,3,350,5.3,281.15,278.95,86,52940,0,mq,mq,100,8,450,mq,mq,mq,99410,mq,mq,1090,280.85,mq,283.45,mq,282.35,mq,mq,8.6,10.3,-10,0,0,mq,mq,0,0,0.2,1,1.4,mq,mq,mq,mq,8,mq,540,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7299,2.02E+13,101910,170,3,310,3.9,282.85,280.65,86,60000,0,mq,mq,100,8,1250,mq,mq,mq,98630,mq,mq,980,281.25,mq,287.05,mq,281.55,mq,mq,5.6,9.5,-10,0,0,mq,mq,0,0,0,0.8,2,mq,mq,mq,mq,5,mq,1050,7,mq,1230,8,mq,1500,mq,9,mq,
7314,2.02E+13,102620,70,3,320,6.9,284.95,280.65,75,mq,mq,2,mq,mq,mq,mq,mq,mq,mq,102340,mq,mq,990,284.05,mq,286.25,mq,mq,mq,mq,9.2,10,-10,mq,mq,mq,mq,0,0,0,0,0,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7335,2.02E+13,102480,100,3,350,4.1,284.05,279.95,76,60000,0,mq,mq,100,7,800,mq,mq,mq,101020,mq,mq,1040,281.45,mq,285.15,mq,283.15,mq,mq,6.1,8.9,-10,0,0,mq,mq,0,0,0,0,0,mq,mq,mq,mq,5,mq,810,7,mq,960,7,mq,1380,mq,mq,mq,
7434,2.02E+13,102430,120,3,330,3.6,280.55,279.45,93,7030,60,mq,mq,100,8,450,mq,mq,mq,97570,mq,mq,930,279.45,mq,281.85,mq,281.95,mq,mq,6.7,7.6,-10,2,0,mq,mq,0.2,0.2,0.2,1.8,6.2,mq,mq,mq,mq,8,mq,330,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7460,2.02E+13,102240,140,3,340,4.6,281.35,278.85,84,52840,0,mq,mq,100,8,450,mq,mq,mq,98240,mq,mq,970,280.95,mq,282.85,mq,280.85,mq,mq,7.9,8.7,-10,2,0,mq,mq,-0.1,0.4,0.6,0.8,1.2,mq,mq,mq,mq,7,mq,510,8,mq,660,mq,mq,mq,mq,mq,mq,
7471,2.02E+13,mq,130,3,320,4.8,278.55,275.85,83,20000,0,mq,mq,100,8,450,mq,mq,mq,92280,92500,814,780,277.15,mq,280.85,mq,277.25,mq,mq,7.4,9.8,-10,0,0,mq,mq,0,0,0,0.2,1,mq,mq,mq,mq,8,mq,570,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7481,2.02E+13,102010,130,3,320,5.6,282.15,280.55,90,25000,3,2,2,100,8,mq,38,mq,mq,99110,mq,mq,780,280.35,mq,283.75,mq,mq,mq,mq,8.2,8.2,-10,2,0,0,-60,0,0.2,0.6,2.2,6,mq,mq,mq,mq,6,8,400,7,6,850,mq,mq,mq,mq,mq,mq,
7510,2.02E+13,102570,120,1,330,4.1,284.15,280.05,76,60000,0,mq,mq,90,7,1250,mq,mq,mq,101980,mq,mq,770,282.65,mq,288.15,mq,281.85,mq,mq,6,6.6,-10,1,0,mq,mq,0,3,3,5.4,6.2,mq,mq,mq,mq,5,mq,1290,5,mq,1500,7,mq,1860,mq,mq,mq,
7535,2.02E+13,102370,110,3,340,3.3,283.45,278.45,71,20000,0,mq,mq,100,8,800,mq,mq,mq,99220,mq,mq,780,280.25,mq,284.75,mq,282.85,mq,mq,6.6,7.6,-10,0,0,mq,mq,0,0,0,0.2,4,mq,mq,mq,mq,6,mq,930,7,mq,1230,8,mq,1470,mq,mq,mq,
7558,2.02E+13,102020,160,3,320,10.1,279.75,277.55,86,20000,0,mq,mq,mq,mq,mq,mq,mq,mq,93610,mq,mq,540,277.65,mq,283.45,mq,277.75,mq,mq,16.3,20.3,-10,mq,0,mq,mq,-0.1,-0.1,-0.1,-0.1,2.4,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7577,2.02E+13,101780,160,3,30,4.8,284.65,278.95,68,20000,0,mq,mq,mq,mq,mq,mq,mq,mq,100880,mq,mq,590,282.35,mq,288.15,mq,282.35,mq,mq,8,11.1,-10,2,0,mq,mq,-0.1,-0.1,-0.1,0.2,0.2,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7591,2.02E+13,mq,200,3,70,3.4,284.45,268.75,33,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,91160,mq,mq,260,mq,274.35,mq,288.65,mq,mq,mq,mq,mq,mq,mq,0,mq,mq,0,0,0,0,0,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7607,2.02E+13,102560,100,3,310,5.7,285.55,279.85,68,42750,0,mq,mq,mq,0,mq,mq,mq,mq,101840,mq,mq,620,281.75,mq,288.95,mq,284.75,mq,mq,9.3,11.3,-10,mq,0,mq,mq,0,0.2,0.2,1.6,5.8,mq,mq,mq,mq,mq,8,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7621,2.02E+13,102600,140,2,250,4.9,282.65,280.95,89,19500,0,mq,mq,100,8,450,mq,mq,mq,98220,mq,mq,540,280.65,mq,286.05,mq,281.65,mq,mq,7.2,10.8,-10,1,0,mq,mq,-0.1,1.5,4.9,8.8,17.6,mq,mq,mq,mq,5,mq,330,6,mq,510,6,mq,900,mq,mq,mq,
7627,2.02E+13,102530,70,3,290,2.6,281.15,278.95,86,18080,60,mq,mq,100,8,800,mq,mq,mq,97530,mq,mq,500,280.05,mq,283.45,mq,281.75,mq,mq,6.4,8.4,-10,2,0,mq,mq,-0.1,-0.1,-0.1,0.2,1.6,mq,mq,mq,mq,3,mq,690,4,mq,870,6,mq,1020,mq,mq,mq,
7630,2.02E+13,102380,110,3,300,3.6,283.85,281.65,86,12020,65,mq,mq,100,8,800,mq,mq,mq,100560,mq,mq,560,280.95,mq,287.75,mq,281.25,mq,mq,6.3,9.1,-10,2,0,mq,mq,-0.1,0.6,1.6,1.6,2.4,mq,mq,mq,mq,1,mq,690,7,mq,870,7,mq,1200,mq,8,mq,
7650,2.02E+13,101390,220,3,320,13.4,287.25,278.85,57,30410,0,mq,mq,mq,1,4440,mq,mq,mq,101010,mq,mq,310,284.45,mq,291.15,mq,283.45,mq,mq,19.6,21.5,-10,0,0,mq,mq,0,0,0,0,0,mq,mq,mq,mq,1,mq,4440,mq,mq,mq,mq,mq,mq,mq,mq,mq,
