numer_sta;date;pmer;ff;t;u;vv;ww;pres;niv_bar;tn24;tx24;ht_neige;rr24
07280;20230407030000;101680;2.500000;280.050000;94;19890;0;99010;mq;mq;mq;0.000000;8.300000
07299;20230407030000;101710;1.300000;277.950000;84;59240;0;98380;mq;mq;mq;0.000000;-0.100000
07314;20230407030000;101970;3.300000;283.850000;89;20000;3;101690;mq;mq;mq;mq;0.000000
07335;20230407030000;101970;3.100000;281.350000;100;530;45;100500;mq;mq;mq;0.000000;0.000000
07434;20230407030000;101930;1.500000;278.850000;93;11070;0;97060;mq;mq;mq;0.000000;0.000000
07460;20230407030000;101890;0.900000;278.950000;76;44420;0;97870;mq;mq;mq;0.000000;0.000000
07471;20230407030000;mq;0.000000;271.950000;82;20000;0;92060;92500;mq;mq;0.000000;0.000000
07481;20230407030000;101750;1.600000;280.550000;60;40000;3;98840;mq;mq;mq;0.000000;0.000000
07510;20230407030000;101970;1.500000;280.350000;92;12120;0;101380;mq;mq;mq;0.000000;0.000000
07535;20230407030000;101940;0.000000;278.350000;74;20000;0;98750;mq;mq;mq;0.000000;0.000000
07558;20230407030000;101870;0.000000;278.350000;65;20000;0;93430;mq;mq;mq;0.000000;0.000000
07577;20230407030000;101770;1.100000;277.250000;70;20000;0;100850;mq;mq;mq;0.000000;0.000000
07591;20230407030000;mq;1.000000;273.950000;66;mq;mq;91500;mq;271.650000;287.750000;0.000000;0.000000
07607;20230407030000;101960;0.000000;275.450000;88;60000;0;101220;mq;mq;mq;0.000000;0.000000
07621;20230407030000;102000;2.400000;277.150000;81;49390;0;97560;mq;mq;mq;0.000000;0.000000
07627;20230407030000;102050;0.600000;276.150000;84;20000;0;96980;mq;mq;mq;0.000000;mq
07630;20230407030000;101910;1.200000;278.350000;80;28090;0;100060;mq;mq;mq;0.000000;0.000000
07643;20230407030000;101750;2.000000;277.550000;82;49880;0;101650;mq;mq;mq;0.000000;0.000000
07650;20230407030000;101670;2.100000;278.850000;87;30630;0;101270;mq;mq;mq;0.000000;0.000000
07661;20230407030000;mq;5.500000;mq;mq;15000;0;mq;mq;mq;mq;mq;mq
07690;20230407030000;101650;3.300000;284.550000;70;40000;3;101330;mq;mq;mq;0.000000;0.000000
07747;20230407030000;101760;2.400000;284.150000;44;60000;0;101220;mq;mq;mq;0.000000;0.000000
07761;20230407030000;101780;3.500000;278.450000;76;60000;0;101670;mq;mq;mq;0.000000;0.000000
07790;20230407030000;101750;3.100000;279.350000;80;59560;0;101600;mq;mq;mq;mq;mq
61968;20230407030000;101150;1.100000;298.850000;86;mq;mq;101100;mq;297.450000;304.450000;mq;0.600000
61972;20230407030000;101240;mq;298.550000;77;mq;mq;101170;mq;295.950000;301.850000;mq;0.000000
61976;20230407030000;101250;5.100000;300.750000;81;mq;mq;101160;mq;299.750000;304.050000;mq;2.000000
61980;20230407030000;101420;3.800000;298.250000;74;49790;0;101270;mq;mq;mq;mq;0.000000
61996;20230407030000;101780;10.400000;291.450000;93;mq;mq;101440;mq;290.550000;292.950000;mq;0.000000
61997;20230407030000;102300;8.200000;278.050000;78;mq;mq;100490;mq;276.150000;279.650000;mq;0.800000
61998;20230407030000;100210;15.400000;277.250000;67;25000;21;99840;mq;mq;mq;mq;mq
67005;20230407030000;101170;1.300000;298.250000;94;20000;0;101090;mq;mq;mq;mq;0.200000
71805;20230407030000;101660;5.100000;273.050000;91;16120;0;101570;mq;mq;mq;mq;0.000000
78890;20230407030000;101670;8.300000;298.850000;74;mq;mq;101350;mq;296.650000;301.150000;mq;0.800000
78894;20230407030000;101750;3.200000;297.850000;76;mq;mq;101230;mq;295.550000;298.250000;mq;31.500000
78897;20230407030000;101730;0.000000;297.150000;79;15600;mq;101640;mq;mq;mq;mq;0.400000
78922;20230407030000;101630;8.100000;298.950000;76;mq;mq;101180;mq;296.550000;301.450000;mq;4.200000
78925;20230407030000;101600;5.900000;298.850000;72;30220;0;101510;mq;mq;mq;mq;0.400000
81401;20230407030000;101230;0.500000;294.950000;97;mq;mq;101170;mq;293.550000;306.250000;mq;0.000000
81405;20230407030000;101240;2.700000;298.450000;78;21800;0;101150;mq;mq;mq;mq;0.200000
81408;20230407030000;101210;0.000000;295.550000;65;mq;mq;101130;mq;294.350000;304.950000;mq;0.200000
81415;20230407030000;mq;2.000000;296.750000;88;mq;mq;mq;mq;295.150000;305.350000;mq;0.200000
89642;20230407030000;99370;12.300000;264.250000;68;20000;15;98820;mq;mq;mq;mq;mq
07005;20230407060000;101870;2.400000;278.050000;95;16630;0;100980;mq;mq;mq;0.000000;0.800000
07015;20230407060000;101790;3.300000;277.750000;97;3930;10;101210;mq;mq;mq;0.000000;4.200000
07020;20230407060000;102070;4.100000;282.150000;72;16000;2;101960;mq;mq;mq;mq;0.000000
07027;20230407060000;102050;2.000000;276.550000;94;46010;0;101210;mq;mq;mq;0.000000;0.000000
07037;20230407060000;101940;2.600000;278.650000;93;13080;0;100010;mq;mq;mq;0.000000;0.400000
07072;20230407060000;101740;1.600000;279.850000;96;20000;0;100570;mq;mq;mq;0.000000;7.700000
07110;20230407060000;102100;1.200000;278.150000;98;18500;0;100880;mq;mq;mq;0.000000;-0.100000
07117;20230407060000;102070;3.300000;281.850000;86;mq;mq;101360;mq;mq;mq;mq;0.200000
07130;20230407060000;102070;1.600000;275.950000;99;60;45;101610;mq;mq;mq;0.000000;2.200000
07139;20230407060000;102020;0.800000;278.850000;96;17420;0;100230;mq;mq;mq;0.000000;0.200000
07149;20230407060000;101870;3.400000;279.750000;90;15000;2;100760;mq;mq;mq;0.000000;0.800000
07168;20230407060000;101810;1.500000;278.550000;95;17350;0;100350;mq;mq;mq;0.000000;-0.100000
07181;20230407060000;101690;1.800000;279.050000;96;14390;0;97460;mq;mq;mq;mq;1.400000
07190;20230407060000;101620;0.600000;280.150000;86;19920;0;99780;mq;mq;mq;0.000000;-0.100000
07207;20230407060000;102080;3.600000;280.350000;91;mq;mq;101550;mq;mq;mq;mq;0.000000
07222;20230407060000;102030;1.300000;277.450000;97;12960;0;101710;mq;mq;mq;0.000000;0.200000
07240;20230407060000;101990;2.600000;276.850000;100;160;45;100600;mq;mq;mq;0.000000;3.600000
07255;20230407060000;101950;1.900000;278.950000;98;1060;10;99910;mq;mq;mq;0.000000;3.000000
07280;20230407060000;101740;0.500000;279.250000;97;15690;0;99060;mq;mq;mq;0.000000;8.300000
07299;20230407060000;101660;3.100000;279.950000;83;36240;60;98350;mq;mq;mq;0.000000;-0.100000
07314;20230407060000;102010;2.300000;282.650000;96;mq;mq;101730;mq;mq;mq;mq;0.000000
07335;20230407060000;102010;2.500000;279.050000;99;10150;0;100530;mq;mq;mq;0.000000;0.000000
07434;20230407060000;101960;3.400000;278.850000;97;10740;0;97090;mq;mq;mq;0.000000;0.000000
07460;20230407060000;101890;0.000000;279.750000;77;41920;0;97880;mq;mq;mq;0.000000;0.000000
07471;20230407060000;mq;0.000000;272.250000;85;20000;0;92070;92500;mq;mq;0.000000;0.000000
07481;20230407060000;101750;2.300000;280.550000;69;25000;60;98840;mq;mq;mq;0.000000;-0.100000
07510;20230407060000;101980;0.500000;281.750000;92;15740;0;101390;mq;mq;mq;0.000000;0.000000
07535;20230407060000;101960;2.300000;275.450000;87;20000;0;98730;mq;mq;mq;0.000000;0.000000
07558;20230407060000;101870;1.300000;277.450000;66;20000;0;93400;mq;mq;mq;0.000000;0.000000
07577;20230407060000;101720;0.900000;278.850000;67;20000;0;100810;mq;mq;mq;0.000000;0.000000
07591;20230407060000;mq;0.700000;272.350000;75;mq;mq;91520;mq;271.850000;287.750000;0.000000;0.000000
07607;20230407060000;101970;1.000000;274.350000;95;48640;0;101230;mq;mq;mq;0.000000;0.000000
07621;20230407060000;102000;0.900000;276.450000;85;25720;0;97550;mq;mq;mq;0.000000;0.000000
07627;20230407060000;102040;0.700000;275.050000;86;20000;0;96950;mq;mq;mq;0.000000;mq
07630;20230407060000;101920;1.500000;277.450000;83;27290;0;100060;mq;mq;mq;0.000000;0.000000
07643;20230407060000;101710;1.300000;280.550000;71;52570;0;101610;mq;mq;mq;0.000000;0.000000
07650;20230407060000;101630;1.000000;281.550000;59;28640;0;101240;mq;mq;mq;0.000000;0.000000
07661;20230407060000;mq;4.600000;mq;mq;mq;1;mq;mq;mq;mq;mq;mq
07690;20230407060000;101590;2.800000;285.050000;61;40000;2;101280;mq;mq;mq;0.000000;0.000000
07747;20230407060000;101740;2.700000;282.550000;52;60000;0;101200;mq;mq;mq;0.000000;0.000000
07761;20230407060000;101780;3.400000;278.950000;75;60000;0;101670;mq;mq;mq;0.000000;0.000000
07790;20230407060000;101760;2.500000;280.550000;73;56970;0;101610;mq;mq;mq;mq;mq
61968;20230407060000;101290;2.200000;302.850000;76;mq;mq;101240;mq;297.450000;304.450000;mq;0.600000
61972;20230407060000;101370;mq;299.850000;73;mq;mq;101300;mq;295.950000;301.850000;mq;0.000000
61976;20230407060000;101370;5.900000;303.050000;78;mq;mq;101280;mq;299.750000;304.050000;mq;2.000000
61980;20230407060000;101520;6.000000;303.850000;66;19000;0;101370;mq;mq;mq;mq;0.000000
61996;20230407060000;101610;12.200000;291.950000;92;mq;mq;101270;mq;290.550000;292.950000;mq;0.000000
61997;20230407060000;102240;11.600000;280.350000;83;mq;mq;100450;mq;276.150000;280.550000;mq;0.600000
61998;20230407060000;100590;17.500000;277.950000;66;12000;60;100220;mq;mq;mq;mq;0.800000
67005;20230407060000;101330;1.700000;303.050000;76;20000;0;101250;mq;mq;mq;mq;0.000000
71805;20230407060000;101260;6.100000;273.150000;100;740;51;101170;mq;mq;mq;mq;-0.100000
78890;20230407060000;101480;6.600000;297.850000;81;mq;mq;101160;mq;296.650000;301.150000;mq;1.400000
78894;20230407060000;101400;8.000000;297.750000;76;mq;mq;100880;mq;295.550000;298.250000;mq;29.500000
78897;20230407060000;101520;2.400000;296.150000;87;12290;mq;101430;mq;mq;mq;mq;0.400000
78922;20230407060000;101470;8.400000;298.750000;78;mq;mq;101020;mq;296.550000;301.450000;mq;4.200000
78925;20230407060000;101430;4.300000;298.250000;76;24940;0;101340;mq;302.950000;302.950000;mq;0.200000
81401;20230407060000;101110;0.000000;294.550000;98;mq;mq;101050;mq;293.550000;306.250000;mq;0.000000
81405;20230407060000;101100;0.900000;297.150000;84;19030;0;101010;mq;mq;mq;mq;-0.100000
81408;20230407060000;101070;1.600000;295.950000;94;mq;mq;100990;mq;294.350000;304.950000;mq;1.000000
81415;20230407060000;mq;0.900000;295.850000;93;mq;mq;mq;mq;295.150000;305.350000;mq;0.200000
89642;20230407060000;99490;13.900000;264.350000;65;20000;15;98940;mq;mq;mq;mq;mq
07005;20230407090000;102020;0.900000;282.550000;81;19890;0;101140;mq;mq;mq;0.000000;0.200000
07015;20230407090000;101940;4.000000;282.650000;83;26260;0;101370;mq;mq;mq;0.000000;2.200000
07020;20230407090000;102150;3.700000;283.550000;70;16000;3;102040;mq;mq;mq;mq;0.000000
07027;20230407090000;102140;4.100000;282.550000;68;58660;0;101320;mq;mq;mq;0.000000;0.000000
07037;20230407090000;102050;2.800000;283.350000;76;19820;0;100150;mq;mq;mq;0.000000;-0.100000
07072;20230407090000;101860;4.400000;281.750000;89;17550;0;100700;mq;mq;mq;0.000000;7.300000
07110;20230407090000;102120;3.800000;284.350000;74;28250;0;100930;mq;mq;mq;0.000000;0.000000
07117;20230407090000;102140;2.800000;284.650000;77;20000;2;101440;mq;mq;mq;mq;0.200000
07130;20230407090000;102150;1.600000;280.150000;100;4390;10;101690;mq;mq;mq;0.000000;2.200000
07139;20230407090000;102090;0.600000;282.750000;74;20000;0;100330;mq;mq;mq;0.000000;-0.100000
07149;20230407090000;101970;2.600000;284.350000;73;17000;2;100880;mq;mq;mq;0.000000;0.400000
07168;20230407090000;101890;4.500000;282.850000;82;16850;0;100460;mq;mq;mq;0.000000;-0.100000
07181;20230407090000;101770;3.800000;281.250000;85;27760;0;97570;mq;mq;mq;mq;1.200000
07190;20230407090000;101730;1.400000;282.550000;81;33440;61;99900;mq;mq;mq;0.000000;-0.100000
07207;20230407090000;102110;2.800000;284.250000;79;mq;mq;101590;mq;mq;mq;mq;0.000000
07222;20230407090000;102070;2.300000;282.650000;82;19330;0;101750;mq;mq;mq;0.000000;0.400000
07240;20230407090000;102120;1.600000;279.550000;100;13640;0;100740;mq;mq;mq;0.000000;3.400000
07255;20230407090000;102060;2.600000;280.550000;94;12840;0;100030;mq;mq;mq;0.000000;3.000000
07280;20230407090000;101840;1.400000;282.550000;76;60000;0;99180;mq;mq;mq;0.000000;8.300000
07299;20230407090000;101860;6.200000;277.050000;91;8410;61;98510;mq;mq;mq;0.000000;2.200000
07314;20230407090000;102020;3.300000;284.750000;83;mq;2;101740;mq;mq;mq;mq;0.000000
07335;20230407090000;102060;1.800000;284.050000;77;28370;0;100610;mq;mq;mq;0.000000;0.200000
07434;20230407090000;101940;1.600000;284.150000;72;19380;0;97160;mq;mq;mq;0.000000;0.000000
07460;20230407090000;101890;4.500000;284.650000;65;27890;0;97950;mq;mq;mq;0.000000;0.000000
07471;20230407090000;mq;0.600000;280.450000;70;20000;0;92110;92500;mq;mq;0.000000;0.000000
07481;20230407090000;101840;5.300000;285.050000;54;40000;1;98970;mq;mq;mq;0.000000;0.200000
07510;20230407090000;101960;2.800000;287.250000;68;26170;0;101380;mq;mq;mq;0.000000;0.000000
07535;20230407090000;101920;1.900000;283.950000;63;19750;0;98790;mq;mq;mq;0.000000;0.000000
07558;20230407090000;101700;1.900000;282.850000;56;20000;0;93400;mq;mq;mq;0.000000;0.000000
07577;20230407090000;101750;4.500000;286.250000;46;20000;0;100860;mq;mq;mq;0.000000;0.000000
07591;20230407090000;mq;2.200000;281.850000;45;mq;mq;91400;mq;271.750000;287.750000;0.000000;0.000000
07607;20230407090000;101960;1.000000;283.750000;76;50340;0;101240;mq;mq;mq;0.000000;0.000000
07621;20230407090000;101840;1.200000;286.750000;51;30520;0;97550;mq;mq;mq;0.000000;0.000000
07627;20230407090000;101860;2.100000;286.450000;50;20000;0;96980;mq;mq;mq;0.000000;mq
07630;20230407090000;101940;1.900000;285.050000;60;19090;0;100130;mq;mq;mq;0.000000;0.000000
07643;20230407090000;101680;3.300000;291.250000;33;31490;0;101580;mq;mq;mq;0.000000;0.000000
07650;20230407090000;101670;3.400000;287.250000;45;19800;0;101290;mq;mq;mq;0.000000;0.000000
07661;20230407090000;mq;2.600000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq
07690;20230407090000;101540;2.300000;287.950000;63;40000;1;101230;mq;mq;mq;0.000000;0.000000
07747;20230407090000;101720;2.400000;292.550000;28;49800;0;101200;mq;mq;mq;0.000000;0.000000
07761;20230407090000;101710;2.300000;287.650000;53;60000;0;101600;mq;mq;mq;0.000000;0.000000
07790;20230407090000;101670;5.300000;288.150000;62;43220;0;101530;mq;mq;mq;mq;mq
61968;20230407090000;101140;3.000000;303.050000;69;mq;mq;101090;mq;297.450000;304.750000;mq;0.600000
61972;20230407090000;101320;mq;301.650000;68;mq;mq;101250;mq;295.950000;301.850000;mq;0.000000
61976;20230407090000;101250;5.400000;304.050000;70;mq;mq;101160;mq;299.750000;304.350000;mq;2.000000
61980;20230407090000;101320;7.800000;304.350000;67;33950;0;101170;mq;mq;mq;mq;0.000000
61996;20230407090000;101620;6.100000;289.750000;95;mq;mq;101280;mq;288.950000;292.950000;mq;11.100000
61997;20230407090000;102220;12.000000;281.050000;99;mq;mq;100430;mq;276.150000;281.050000;mq;1.200000
61998;20230407090000;101010;18.500000;276.950000;80;mq;mq;100640;mq;mq;mq;mq;mq
67005;20230407090000;101200;2.800000;305.250000;70;19760;0;101120;mq;mq;mq;mq;0.000000
71805;20230407090000;100950;2.500000;273.650000;100;320;45;100860;mq;mq;mq;mq;-0.100000
78890;20230407090000;101420;7.100000;298.050000;82;mq;mq;101100;mq;297.050000;301.150000;mq;0.800000
78894;20230407090000;101440;5.600000;298.050000;74;mq;mq;100920;mq;295.550000;298.250000;mq;27.900000
78897;20230407090000;101460;2.800000;296.350000;86;15290;mq;101370;mq;mq;mq;mq;0.400000
78922;20230407090000;101410;7.800000;298.650000;78;mq;mq;100960;mq;297.050000;301.450000;mq;3.000000
78925;20230407090000;101360;3.800000;298.050000;78;21150;0;101270;mq;mq;mq;mq;-0.100000
81401;20230407090000;101150;0.500000;293.650000;99;mq;mq;101090;mq;293.550000;306.250000;mq;0.000000
81405;20230407090000;101100;0.000000;295.250000;95;14360;0;101010;mq;mq;mq;mq;-0.100000
81408;20230407090000;101070;0.000000;294.650000;97;mq;mq;100990;mq;294.450000;304.950000;mq;1.000000
81415;20230407090000;mq;0.000000;294.750000;96;mq;mq;mq;mq;294.750000;305.350000;mq;0.200000
89642;20230407090000;99680;12.900000;264.850000;61;20000;1;99130;mq;mq;mq;mq;mq
07005;20230407120000;102050;4.300000;284.450000;74;20000;0;101180;mq;mq;mq;0.000000;-0.100000
07015;20230407120000;101980;5.600000;283.550000;80;37230;0;101410;mq;mq;mq;0.000000;3.200000
07020;20230407120000;102160;3.000000;284.150000;74;16000;2;102050;mq;mq;mq;mq;0.000000
07027;20230407120000;102140;3.400000;284.950000;64;19750;0;101330;mq;mq;mq;0.000000;0.000000
07037;20230407120000;102060;3.000000;283.750000;68;19700;0;100160;mq;mq;mq;0.000000;-0.100000
07072;20230407120000;101920;4.700000;282.750000;81;20000;0;100760;mq;mq;mq;0.000000;7.500000
07110;20230407120000;102000;3.200000;287.650000;59;36650;0;100830;mq;mq;mq;0.000000;0.000000
07117;20230407120000;102070;6.400000;285.650000;67;25000;2;101370;mq;mq;mq;mq;0.200000
07130;20230407120000;102070;2.200000;286.550000;60;43560;0;101620;mq;mq;mq;0.000000;-0.100000
07139;20230407120000;102050;3.600000;285.750000;52;20000;0;100310;mq;mq;mq;0.000000;0.200000
07149;20230407120000;101960;3.900000;285.550000;54;17000;2;100870;mq;mq;mq;0.000000;0.400000
07168;20230407120000;101890;5.400000;284.550000;73;19380;0;100460;mq;mq;mq;0.000000;1.800000
07181;20230407120000;101740;3.600000;283.950000;65;60000;0;97580;mq;mq;mq;mq;1.200000
07190;20230407120000;101750;2.300000;284.750000;65;47660;0;99930;mq;mq;mq;0.000000;0.400000
07207;20230407120000;102050;3.000000;285.550000;72;25000;2;101530;mq;mq;mq;mq;0.000000
07222;20230407120000;102020;3.100000;286.550000;66;19740;0;101710;mq;mq;mq;0.000000;0.200000
07240;20230407120000;102040;1.100000;284.850000;72;43850;0;100690;mq;mq;mq;0.000000;3.400000
07255;20230407120000;101990;2.500000;284.950000;70;20000;0;99990;mq;mq;mq;0.000000;3.200000
07280;20230407120000;101890;4.000000;281.450000;78;2210;61;99220;mq;mq;mq;0.000000;13.500000
07299;20230407120000;101910;4.000000;279.050000;84;45950;60;98580;mq;mq;mq;mq;6.300000
07314;20230407120000;101990;2.200000;286.850000;67;mq;mq;101710;mq;mq;mq;mq;0.000000
07335;20230407120000;101990;3.200000;287.450000;49;60000;0;100550;mq;mq;mq;0.000000;0.200000
07434;20230407120000;101830;4.000000;286.150000;50;41220;0;97080;mq;mq;mq;0.000000;0.000000
07460;20230407120000;101840;4.200000;286.850000;44;35830;0;97930;mq;mq;mq;0.000000;0.000000
07471;20230407120000;mq;5.500000;282.550000;47;20000;0;92070;92500;mq;mq;0.000000;0.000000
07481;20230407120000;101760;4.600000;286.650000;41;35770;0;98910;mq;mq;mq;0.000000;0.200000
07510;20230407120000;101830;3.400000;290.350000;51;35080;0;101260;mq;mq;mq;0.000000;0.000000
07535;20230407120000;101750;2.900000;289.350000;46;20000;0;98680;mq;mq;mq;0.000000;0.000000
07558;20230407120000;101470;7.700000;287.850000;34;20000;0;93320;mq;mq;mq;0.000000;0.000000
07577;20230407120000;101630;5.600000;289.650000;43;20000;0;100750;mq;mq;mq;0.000000;0.000000
07591;20230407120000;mq;8.600000;286.150000;29;mq;mq;91140;mq;271.750000;287.750000;0.000000;0.000000
07607;20230407120000;101770;1.400000;291.650000;34;49380;0;101070;mq;mq;mq;0.000000;0.000000
07621;20230407120000;101680;2.400000;290.050000;50;20180;0;97450;mq;mq;mq;0.000000;0.000000
07627;20230407120000;101640;2.200000;290.750000;42;19140;0;96840;mq;mq;mq;0.000000;mq
07630;20230407120000;101730;2.700000;291.050000;46;9900;0;99960;mq;mq;mq;0.000000;0.000000
07643;20230407120000;101510;6.700000;290.150000;57;27050;0;101410;mq;mq;mq;0.000000;0.000000
07650;20230407120000;101500;8.200000;293.050000;32;17430;0;101120;mq;mq;mq;0.000000;0.000000
07661;20230407120000;mq;9.300000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq
07690;20230407120000;101380;3.400000;288.450000;62;40000;1;101070;mq;mq;mq;0.000000;0.000000
07747;20230407120000;101520;4.500000;295.950000;25;60000;0;101010;mq;mq;mq;0.000000;0.000000
07761;20230407120000;101680;6.500000;289.150000;63;18560;0;101570;mq;mq;mq;0.000000;0.000000
07790;20230407120000;101560;7.000000;288.450000;63;20590;0;101420;mq;mq;mq;mq;mq
61968;20230407120000;101030;2.200000;302.750000;71;mq;mq;100980;mq;297.450000;304.750000;mq;0.600000
61972;20230407120000;101230;mq;301.550000;70;mq;mq;101160;mq;295.950000;301.850000;mq;0.000000
61976;20230407120000;101090;5.000000;303.950000;70;mq;mq;101000;mq;299.750000;304.750000;mq;2.000000
61980;20230407120000;101330;6.400000;302.250000;70;19610;0;101180;mq;mq;mq;mq;0.000000
61996;20230407120000;101940;5.000000;288.050000;80;mq;mq;101590;mq;288.050000;292.250000;mq;11.300000
61997;20230407120000;102140;8.400000;283.450000;97;mq;mq;100370;mq;276.150000;283.650000;mq;1.800000
61998;20230407120000;101380;14.900000;277.450000;71;20000;27;101010;mq;mq;mq;mq;mq
67005;20230407120000;101070;4.400000;302.650000;72;20000;0;100990;mq;mq;mq;mq;0.000000
71805;20230407120000;100620;4.500000;274.950000;100;1520;10;100530;mq;mq;mq;mq;0.200000
78890;20230407120000;101590;8.300000;299.650000;74;mq;mq;101270;mq;297.050000;301.150000;mq;0.800000
78894;20230407120000;101590;4.900000;299.150000;72;mq;mq;101070;mq;296.550000;299.250000;mq;6.000000
78897;20230407120000;101590;6.100000;299.150000;76;16810;mq;101500;mq;mq;mq;mq;0.200000
78922;20230407120000;101570;8.500000;299.050000;76;mq;mq;101120;mq;297.050000;301.450000;mq;3.000000
78925;20230407120000;101530;9.100000;300.250000;72;21190;0;101440;mq;mq;302.950000;mq;-0.100000
81401;20230407120000;101350;2.300000;300.950000;75;mq;mq;101290;mq;293.550000;306.250000;mq;0.200000
81405;20230407120000;101310;4.900000;300.450000;73;19790;0;101220;mq;mq;mq;mq;-0.100000
81408;20230407120000;101260;1.600000;300.150000;81;mq;mq;101180;mq;294.450000;304.950000;mq;1.000000
81415;20230407120000;mq;0.500000;299.250000;80;mq;mq;mq;mq;294.650000;305.350000;mq;0.000000
89642;20230407120000;99890;10.800000;264.850000;62;mq;mq;99340;mq;mq;mq;mq;mq
07005;20230407150000;102020;4.200000;285.750000;62;20000;0;101150;mq;mq;mq;0.000000;0.000000
07015;20230407150000;102050;5.200000;283.050000;74;45130;0;101480;mq;mq;mq;0.000000;3.200000
07020;20230407150000;102110;5.700000;284.150000;78;16000;2;102000;mq;mq;mq;mq;0.000000
07027;20230407150000;102070;4.100000;285.050000;65;19770;0;101260;mq;mq;mq;0.000000;0.000000
07037;20230407150000;102010;5.200000;284.450000;64;46490;0;100120;mq;mq;mq;0.000000;-0.100000
07072;20230407150000;101890;4.700000;284.550000;75;20000;0;100740;mq;mq;mq;0.000000;7.500000
07110;20230407150000;101900;2.100000;289.150000;51;19460;0;100730;mq;mq;mq;0.000000;0.000000
07117;20230407150000;101990;8.200000;284.650000;68;25000;2;101290;mq;mq;mq;mq;0.200000
07130;20230407150000;101940;3.300000;288.750000;47;38150;0;101500;mq;mq;mq;0.000000;0.000000
07139;20230407150000;101940;4.000000;287.250000;54;20000;0;100210;mq;mq;mq;0.000000;0.200000
07149;20230407150000;101920;4.100000;286.750000;48;40290;0;100840;mq;mq;mq;0.000000;0.400000
07168;20230407150000;101900;4.800000;285.050000;61;20000;0;100480;mq;mq;mq;0.000000;1.800000
07181;20230407150000;101790;3.700000;283.250000;75;19490;0;97620;mq;mq;mq;mq;2.600000
07190;20230407150000;101710;2.800000;285.750000;58;51530;0;99900;mq;mq;mq;0.000000;0.400000
07207;20230407150000;101940;3.700000;285.950000;65;25000;2;101420;mq;mq;mq;mq;0.000000
07222;20230407150000;101910;4.200000;287.950000;53;58530;0;101600;mq;mq;mq;0.000000;0.200000
07240;20230407150000;101910;2.100000;286.650000;59;59950;0;100570;mq;mq;mq;0.000000;3.400000
07255;20230407150000;101910;2.400000;286.450000;47;20000;0;99920;mq;mq;mq;0.000000;3.200000
07280;20230407150000;101820;3.700000;283.450000;76;44020;0;99170;mq;mq;mq;0.000000;15.300000
07299;20230407150000;101880;1.700000;280.550000;82;59140;0;98570;mq;mq;mq;0.000000;6.500000
07314;20230407150000;101840;3.100000;287.150000;76;20000;2;101560;mq;mq;mq;mq;0.000000
07335;20230407150000;101850;3.400000;288.350000;45;57840;0;100420;mq;mq;mq;0.000000;0.200000
07434;20230407150000;101690;3.800000;287.250000;37;48390;0;96970;mq;mq;mq;0.000000;0.000000
07460;20230407150000;101740;5.400000;286.850000;43;34510;0;97830;mq;mq;mq;0.000000;0.000000
07471;20230407150000;mq;4.200000;283.550000;41;20000;0;91970;92500;mq;mq;0.000000;0.000000
07481;20230407150000;101750;5.600000;285.750000;52;50000;1;98890;mq;mq;mq;0.000000;0.200000
07510;20230407150000;101690;3.000000;291.550000;44;28730;0;101120;mq;mq;mq;0.000000;0.000000
07535;20230407150000;101570;3.000000;291.250000;32;20000;0;98530;mq;mq;mq;0.000000;0.000000
07558;20230407150000;101320;6.400000;288.450000;32;20000;0;93200;mq;mq;mq;0.000000;0.000000
07577;20230407150000;101480;7.600000;290.350000;28;20000;0;100600;mq;mq;mq;0.000000;0.000000
07591;20230407150000;mq;6.600000;285.650000;30;mq;mq;91060;mq;271.750000;287.650000;0.000000;0.000000
07607;20230407150000;101530;1.400000;294.550000;29;58810;0;100840;mq;mq;mq;0.000000;0.000000
07621;20230407150000;101470;2.900000;291.850000;41;17220;0;97270;mq;mq;mq;0.000000;0.000000
07627;20230407150000;101440;3.200000;292.150000;36;20000;0;96670;mq;mq;mq;0.000000;mq
07630;20230407150000;101530;3.900000;293.050000;36;15300;0;99780;mq;mq;mq;0.000000;0.000000
07643;20230407150000;101330;5.000000;291.450000;43;25050;0;101240;mq;mq;mq;0.000000;0.000000
07650;20230407150000;101330;7.900000;292.750000;34;34290;0;100950;mq;mq;mq;0.000000;0.000000
07661;20230407150000;mq;10.900000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq
07690;20230407150000;101180;3.500000;288.150000;66;40000;1;100870;mq;mq;mq;0.000000;0.000000
07747;20230407150000;101350;5.500000;294.650000;27;53150;0;100840;mq;mq;mq;0.000000;0.000000
07761;20230407150000;101530;3.300000;289.750000;66;33380;0;101420;mq;mq;mq;0.000000;0.000000
07790;20230407150000;101320;7.500000;288.750000;62;19710;0;101180;mq;mq;mq;mq;mq
61968;20230407150000;101140;0.500000;301.650000;78;mq;mq;101090;mq;297.450000;304.750000;mq;0.600000
61972;20230407150000;101260;mq;299.950000;73;mq;mq;101190;mq;295.950000;301.850000;mq;0.000000
61976;20230407150000;101240;5.400000;301.650000;79;mq;mq;101150;mq;299.750000;304.750000;mq;1.800000
61980;20230407150000;101440;3.800000;299.650000;74;60000;0;101290;mq;mq;mq;mq;0.000000
61996;20230407150000;102320;1.500000;286.650000;70;mq;mq;101970;mq;286.650000;292.250000;mq;11.300000
