numer_sta;date;pmer;ff;t;u;vv;ww;pres;niv_bar;tn24;tx24;ht_neige;rr24
07005;20230401000000;99830;11.500000;282.550000;95;4300;61;98970;mq;mq;mq;0.000000;12.500000
07015;20230401000000;99580;9.100000;282.650000;95;5980;61;99020;mq;mq;mq;0.000000;9.400000
07020;20230401000000;100430;12.500000;283.850000;87;8000;2;100320;mq;mq;mq;mq;2.800000
07027;20230401000000;100450;11.300000;283.250000;86;10110;0;99650;mq;mq;mq;0.000000;2.000000
07037;20230401000000;100170;9.300000;282.550000;86;6340;61;98300;mq;mq;mq;0.000000;mq
07072;20230401000000;100160;8.600000;282.750000;84;20000;0;99020;mq;mq;mq;0.000000;4.800000
07110;20230401000000;101100;5.700000;282.750000;90;14770;0;99920;mq;mq;mq;0.000000;6.900000
07117;20230401000000;100850;9.700000;283.150000;90;mq;mq;100150;mq;mq;mq;mq;3.200000
07130;20230401000000;100990;5.800000;282.950000;84;36170;0;100540;mq;mq;mq;0.000000;4.000000
07139;20230401000000;100700;6.900000;282.650000;87;18510;0;98960;mq;mq;mq;0.000000;12.200000
07149;20230401000000;100410;7.100000;283.150000;84;20000;0;99330;mq;mq;mq;0.000000;2.400000
07168;20230401000000;100540;11.000000;282.650000;81;20000;0;99120;mq;mq;mq;0.000000;7.700000
07181;20230401000000;100460;9.800000;281.550000;85;55440;0;96320;mq;mq;mq;mq;9.200000
07190;20230401000000;100510;6.800000;283.550000;73;60000;0;98710;mq;mq;mq;0.000000;8.400000
07207;20230401000000;101260;11.800000;284.650000;86;10000;25;100740;mq;mq;mq;mq;2.600000
07222;20230401000000;101200;8.300000;284.350000;85;12260;0;100890;mq;mq;mq;0.000000;4.000000
07240;20230401000000;100960;6.300000;283.450000;85;17470;0;99610;mq;mq;mq;0.000000;6.400000
07255;20230401000000;101050;7.900000;283.450000;78;20000;0;99060;mq;mq;mq;0.000000;8.100000
07280;20230401000000;100950;5.000000;282.150000;84;19730;60;98310;mq;mq;mq;0.000000;3.400000
07299;20230401000000;100840;1.300000;280.450000;91;49000;0;97570;mq;mq;mq;0.000000;5.200000
07314;20230401000000;101500;11.100000;285.150000;86;12000;1;101220;mq;mq;mq;mq;0.200000
07335;20230401000000;101290;7.500000;282.850000;89;19530;0;99840;mq;mq;mq;0.000000;8.100000
07434;20230401000000;101460;6.000000;281.450000;89;8180;0;96660;mq;mq;mq;0.000000;3.000000
07460;20230401000000;101350;4.700000;282.450000;68;59690;0;97400;mq;mq;mq;0.000000;5.800000
07471;20230401000000;mq;6.100000;278.050000;82;19920;60;91740;92500;mq;mq;0.000000;5.000000
07481;20230401000000;101420;2.200000;282.950000;72;60000;21;98540;mq;mq;mq;0.000000;1.400000
07510;20230401000000;101830;6.700000;285.050000;75;13090;0;101250;mq;mq;mq;0.000000;1.000000
07535;20230401000000;101770;3.500000;282.950000;82;13880;0;98640;mq;mq;mq;0.000000;2.200000
07558;20230401000000;101680;9.600000;279.350000;86;20000;0;93290;mq;mq;mq;0.000000;3.400000
07577;20230401000000;101450;1.900000;282.650000;68;20000;0;100550;mq;mq;mq;0.000000;0.000000
07591;20230401000000;mq;2.700000;277.150000;86;mq;mq;91190;mq;276.950000;287.850000;0.000000;5.800000
07607;20230401000000;102040;4.100000;284.550000;82;13370;0;101320;mq;mq;mq;0.000000;0.200000
07621;20230401000000;102130;4.300000;283.950000;67;32590;0;97790;mq;mq;mq;0.000000;0.200000
07627;20230401000000;102100;2.400000;284.150000;61;20000;0;97170;mq;mq;mq;0.000000;2.200000
07630;20230401000000;102000;5.800000;284.650000;74;18210;0;100190;mq;mq;mq;0.000000;-0.100000
07643;20230401000000;101600;6.200000;286.550000;51;45000;0;101500;mq;mq;mq;0.000000;mq
07650;20230401000000;101520;6.000000;285.950000;64;47030;0;101130;mq;mq;mq;0.000000;0.000000
07661;20230401000000;mq;14.300000;mq;mq;mq;0;mq;mq;mq;mq;mq;mq
07690;20230401000000;100770;9.800000;289.450000;35;40000;2;100460;mq;mq;mq;0.000000;0.000000
07747;20230401000000;101770;6.200000;288.150000;44;60000;0;101240;mq;mq;mq;0.000000;0.000000
07761;20230401000000;101310;4.000000;288.350000;64;19800;0;101200;mq;mq;mq;0.000000;0.000000
07790;20230401000000;100840;10.600000;291.550000;23;60000;0;100700;mq;mq;mq;mq;-0.100000
61968;20230401000000;100880;0.900000;299.150000;94;mq;mq;100830;mq;298.450000;304.350000;mq;10.000000
61972;20230401000000;101310;mq;298.650000;76;mq;mq;101240;mq;296.950000;301.750000;mq;0.000000
61976;20230401000000;101030;6.100000;300.850000;84;mq;mq;100940;mq;299.050000;302.650000;mq;1.600000
61980;20230401000000;101300;4.900000;298.750000;79;60000;0;101150;mq;mq;mq;mq;0.400000
61996;20230401000000;102310;2.800000;290.350000;72;mq;mq;101960;mq;289.350000;294.450000;mq;0.000000
61997;20230401000000;98580;11.800000;278.550000;80;mq;mq;96840;mq;276.950000;283.750000;mq;23.200000
61998;20230401000000;100260;5.100000;279.450000;67;mq;mq;99890;mq;mq;mq;mq;mq
67005;20230401000000;100930;5.200000;300.850000;87;8130;0;100850;mq;mq;mq;mq;1.000000
71805;20230401000000;101880;1.100000;272.850000;72;19320;0;101790;mq;mq;mq;mq;-0.100000
78890;20230401000000;101800;10.500000;298.750000;78;mq;mq;101480;mq;297.650000;302.450000;mq;0.000000
78894;20230401000000;101930;8.900000;298.250000;76;mq;mq;101410;mq;296.750000;302.250000;mq;0.200000
78897;20230401000000;101850;2.900000;298.050000;75;41640;mq;101760;mq;mq;mq;mq;0.000000
78922;20230401000000;101800;8.900000;298.950000;75;mq;mq;101350;mq;297.450000;301.350000;mq;0.600000
78925;20230401000000;101770;5.300000;298.750000;71;60000;0;101680;mq;mq;mq;mq;mq
81401;20230401000000;101290;1.500000;296.450000;96;mq;mq;101230;mq;294.750000;306.050000;mq;1.000000
81405;20230401000000;101300;1.600000;297.850000;90;22650;0;101210;mq;mq;mq;mq;1.200000
81408;20230401000000;101260;0.000000;298.150000;87;mq;mq;101180;mq;295.750000;305.150000;mq;0.600000
81415;20230401000000;mq;0.000000;297.650000;96;mq;mq;mq;mq;296.850000;305.850000;mq;2.000000
89642;20230401000000;99960;9.800000;270.650000;97;20000;2;99420;mq;mq;mq;mq;mq
07005;20230401030000;100010;11.100000;282.750000;95;15060;58;99150;mq;mq;mq;0.000000;12.500000
07015;20230401030000;99760;6.700000;282.650000;93;31500;0;99200;mq;mq;mq;0.000000;9.000000
07020;20230401030000;100510;10.600000;283.750000;89;8000;2;100400;mq;mq;mq;mq;2.400000
07027;20230401030000;100570;9.500000;283.150000;84;38140;0;99760;mq;mq;mq;0.000000;2.000000
07037;20230401030000;100330;8.900000;282.150000;92;8690;61;98450;mq;mq;mq;0.000000;mq
07072;20230401030000;100100;8.800000;282.750000;87;19800;50;98960;mq;mq;mq;0.000000;2.000000
07110;20230401030000;101080;5.300000;282.250000;88;17780;0;99890;mq;mq;mq;0.000000;7.100000
07117;20230401030000;100880;9.700000;283.450000;83;mq;mq;100180;mq;mq;mq;mq;2.600000
07130;20230401030000;101000;4.400000;282.150000;87;45660;0;100550;mq;mq;mq;0.000000;3.600000
07139;20230401030000;100760;5.300000;282.050000;92;4940;55;99020;mq;mq;mq;0.000000;9.200000
07149;20230401030000;100460;8.700000;283.350000;80;42950;0;99380;mq;mq;mq;0.000000;1.000000
07168;20230401030000;100520;10.100000;282.450000;88;6170;61;99100;mq;mq;mq;0.000000;4.500000
07181;20230401030000;100380;10.800000;281.350000;85;19400;58;96240;mq;mq;mq;mq;8.400000
07190;20230401030000;100470;6.100000;281.850000;83;60000;51;98660;mq;mq;mq;0.000000;8.000000
07207;20230401030000;101250;10.700000;284.050000;89;10000;25;100730;mq;mq;mq;mq;2.800000
07222;20230401030000;101180;5.800000;284.150000;83;14120;0;100870;mq;mq;mq;0.000000;3.800000
07240;20230401030000;101020;6.700000;282.550000;85;60000;0;99670;mq;mq;mq;0.000000;6.400000
07255;20230401030000;101060;6.000000;282.550000;89;20000;0;99060;mq;mq;mq;0.000000;7.500000
07280;20230401030000;100910;4.800000;281.650000;89;7660;0;98270;mq;mq;mq;0.000000;2.800000
07299;20230401030000;100780;7.800000;281.450000;82;3990;63;97520;mq;mq;mq;0.000000;5.800000
07314;20230401030000;101480;12.000000;285.050000;83;10000;2;101200;mq;mq;mq;mq;0.200000
07335;20230401030000;101290;6.600000;282.750000;89;19560;0;99840;mq;mq;mq;0.000000;7.900000
07434;20230401030000;101460;5.500000;281.050000;93;9310;60;96650;mq;mq;mq;0.000000;3.400000
07460;20230401030000;101300;1.800000;281.950000;72;60000;0;97350;mq;mq;mq;0.000000;5.800000
07471;20230401030000;mq;4.400000;278.050000;79;20000;0;91700;92500;mq;mq;0.000000;5.000000
07481;20230401030000;101320;2.800000;282.550000;74;43750;61;98440;mq;mq;mq;0.000000;1.400000
07510;20230401030000;101760;5.100000;284.250000;82;12060;0;101180;mq;mq;mq;0.000000;1.000000
07535;20230401030000;101740;2.800000;281.950000;88;13780;0;98600;mq;mq;mq;0.000000;2.400000
07558;20230401030000;101600;11.500000;279.650000;78;20000;0;93220;mq;mq;mq;0.000000;3.400000
07577;20230401030000;101420;1.500000;280.850000;77;20000;0;100520;mq;mq;mq;0.000000;0.000000
07591;20230401030000;mq;2.400000;278.450000;75;mq;mq;91130;mq;276.750000;287.850000;0.000000;5.800000
07607;20230401030000;101960;3.200000;284.350000;81;14250;0;101240;mq;mq;mq;0.000000;0.200000
07621;20230401030000;102090;5.300000;283.150000;74;5390;61;97740;mq;mq;mq;0.000000;0.200000
07627;20230401030000;102070;3.800000;283.450000;62;20000;0;97130;mq;mq;mq;0.000000;2.200000
07630;20230401030000;101940;6.400000;283.650000;77;16870;0;100130;mq;mq;mq;0.000000;-0.100000
07643;20230401030000;101590;7.200000;285.750000;55;45000;0;101490;mq;mq;mq;0.000000;mq
07650;20230401030000;101480;10.400000;285.750000;64;39730;0;101090;mq;mq;mq;0.000000;0.000000
07661;20230401030000;mq;15.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq
07690;20230401030000;100740;9.200000;289.250000;39;50000;2;100430;mq;mq;mq;0.000000;0.000000
07747;20230401030000;101710;10.000000;287.650000;45;60000;0;101180;mq;mq;mq;0.000000;0.000000
07761;20230401030000;101310;3.800000;287.850000;64;17340;0;101200;mq;mq;mq;0.000000;0.000000
07790;20230401030000;100690;15.600000;288.750000;37;60000;0;100550;mq;mq;mq;mq;-0.100000
61968;20230401030000;100960;0.600000;298.450000;95;mq;mq;100910;mq;298.350000;304.350000;mq;10.000000
61972;20230401030000;101360;mq;298.950000;77;mq;mq;101290;mq;297.750000;301.750000;mq;0.000000
61976;20230401030000;101130;8.300000;301.350000;84;mq;mq;101040;mq;300.250000;302.650000;mq;0.000000
61980;20230401030000;101400;2.300000;298.850000;73;60000;0;101250;mq;mq;mq;mq;0.400000
61996;20230401030000;102420;0.000000;291.550000;79;mq;mq;102080;mq;289.350000;294.450000;mq;0.000000
61997;20230401030000;98710;12.000000;278.850000;70;mq;mq;96970;mq;277.550000;283.750000;mq;23.600000
61998;20230401030000;100380;2.100000;280.750000;86;mq;mq;100020;mq;mq;mq;mq;mq
67005;20230401030000;101030;6.000000;301.650000;82;20000;0;100950;mq;mq;mq;mq;1.000000
71805;20230401030000;101940;4.500000;271.650000;97;19940;0;101850;mq;mq;mq;mq;-0.100000
78890;20230401030000;101880;11.700000;298.550000;76;mq;mq;101560;mq;297.650000;302.450000;mq;0.000000
78894;20230401030000;102020;10.100000;295.850000;87;mq;mq;101500;mq;295.750000;302.250000;mq;3.800000
78897;20230401030000;101930;4.000000;296.750000;84;39610;mq;101840;mq;mq;mq;mq;1.200000
78922;20230401030000;101870;9.800000;298.950000;75;mq;mq;101420;mq;297.450000;301.350000;mq;0.600000
78925;20230401030000;101820;5.700000;298.650000;72;59680;0;101730;mq;mq;mq;mq;mq
81401;20230401030000;101410;0.000000;296.450000;98;mq;mq;101350;mq;294.750000;306.050000;mq;1.200000
81405;20230401030000;101400;1.200000;297.350000;93;13470;0;101310;mq;mq;mq;mq;0.200000
81408;20230401030000;101360;0.000000;296.750000;96;mq;mq;101280;mq;295.750000;305.150000;mq;0.600000
81415;20230401030000;mq;0.800000;297.450000;92;mq;mq;mq;mq;296.850000;305.850000;mq;1.800000
89642;20230401030000;99940;12.900000;269.550000;93;10000;38;99400;mq;mq;mq;mq;mq
07005;20230401060000;100170;9.100000;282.350000;96;8220;61;99310;mq;mq;mq;0.000000;17.300000
07015;20230401060000;99960;7.500000;282.550000;93;18510;0;99400;mq;mq;mq;0.000000;8.600000
07020;20230401060000;100620;10.500000;283.550000;85;10000;1;100510;mq;mq;mq;mq;1.000000
07027;20230401060000;100680;8.700000;282.850000;83;40630;0;99870;mq;mq;mq;0.000000;2.000000
07037;20230401060000;100470;7.200000;282.050000;90;4810;60;98590;mq;mq;mq;mq;mq
07072;20230401060000;100240;8.000000;282.750000;90;20000;0;99100;mq;mq;mq;0.000000;2.600000
07110;20230401060000;101110;3.400000;281.750000;88;13300;58;99920;mq;mq;mq;0.000000;7.100000
07117;20230401060000;100940;6.700000;283.050000;86;8000;81;100240;mq;mq;mq;mq;2.800000
07130;20230401060000;101050;3.800000;281.450000;90;40970;0;100600;mq;mq;mq;mq;3.000000
07139;20230401060000;100830;5.900000;281.750000;91;14070;0;99080;mq;mq;mq;0.000000;8.800000
07149;20230401060000;100580;7.600000;282.950000;80;20000;1;99500;mq;mq;mq;0.000000;1.000000
07168;20230401060000;100580;10.300000;282.450000;86;16760;61;99160;mq;mq;mq;0.000000;5.500000
07181;20230401060000;100400;9.900000;280.850000;92;7510;61;96250;mq;mq;mq;mq;8.800000
07190;20230401060000;100430;5.300000;281.450000;86;53930;61;98620;mq;mq;mq;0.000000;4.800000
07207;20230401060000;101240;9.900000;284.150000;85;mq;mq;100720;mq;mq;mq;mq;2.600000
07222;20230401060000;101230;3.200000;282.950000;90;13900;0;100910;mq;mq;mq;0.000000;1.400000
07240;20230401060000;101070;6.200000;282.850000;85;19050;0;99720;mq;mq;mq;0.000000;6.000000
07255;20230401060000;101100;7.300000;282.350000;87;19260;0;99100;mq;mq;mq;0.000000;8.100000
07280;20230401060000;100940;4.400000;281.650000;91;18600;50;98300;mq;mq;mq;0.000000;3.200000
07299;20230401060000;100750;5.900000;281.550000;82;51160;0;97490;mq;mq;mq;0.000000;6.400000
07314;20230401060000;101510;7.900000;284.250000;88;8000;2;101230;mq;mq;mq;mq;1.600000
07335;20230401060000;101320;5.100000;282.250000;91;35030;0;99870;mq;mq;mq;0.000000;7.700000
07434;20230401060000;101480;4.600000;280.850000;96;13200;0;96670;mq;mq;mq;0.000000;4.200000
07460;20230401060000;101350;4.700000;281.950000;75;60000;0;97400;mq;mq;mq;0.000000;5.800000
07471;20230401060000;mq;2.800000;277.650000;80;20000;0;91720;92500;mq;mq;0.000000;5.000000
07481;20230401060000;101360;3.300000;282.350000;70;50000;1;98480;mq;mq;mq;0.000000;1.600000
07510;20230401060000;101770;4.000000;284.250000;82;11610;0;101190;mq;mq;mq;0.000000;1.400000
07535;20230401060000;101750;3.300000;281.950000;92;11330;0;98610;mq;mq;mq;0.000000;2.600000
07558;20230401060000;101670;7.100000;278.750000;96;18990;0;93260;mq;mq;mq;0.000000;4.000000
07577;20230401060000;101510;1.100000;279.650000;83;20000;0;100600;mq;mq;mq;0.000000;0.000000
07591;20230401060000;mq;1.900000;277.150000;84;mq;mq;91130;mq;276.750000;287.850000;0.000000;5.800000
07607;20230401060000;101970;3.000000;284.750000;80;15020;0;101250;mq;mq;mq;0.000000;0.200000
07621;20230401060000;102120;6.500000;283.450000;69;14700;0;97770;mq;mq;mq;0.000000;0.400000
07627;20230401060000;102070;3.600000;283.450000;62;20000;0;97130;mq;mq;mq;0.000000;2.200000
07630;20230401060000;101930;6.000000;283.750000;77;17400;0;100120;mq;mq;mq;0.000000;-0.100000
07643;20230401060000;101690;5.000000;285.050000;57;56710;0;101590;mq;mq;mq;0.000000;-0.100000
07650;20230401060000;101540;10.300000;285.550000;69;19920;0;101150;mq;mq;mq;0.000000;0.000000
07661;20230401060000;mq;8.300000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq
07690;20230401060000;100820;10.200000;287.650000;45;40000;2;100510;mq;mq;mq;0.000000;0.000000
07747;20230401060000;101800;6.000000;286.750000;45;60000;0;101270;mq;mq;mq;0.000000;0.000000
07761;20230401060000;101370;2.000000;284.550000;77;17300;0;101260;mq;mq;mq;0.000000;0.000000
07790;20230401060000;100680;12.200000;289.350000;34;4120;10;100540;mq;mq;mq;mq;-0.100000
61968;20230401060000;101120;2.200000;303.550000;73;mq;mq;101080;mq;298.350000;304.350000;mq;10.000000
61972;20230401060000;101490;mq;301.050000;69;mq;mq;101420;mq;298.150000;301.750000;mq;0.000000
61976;20230401060000;101320;7.800000;302.350000;81;mq;mq;101230;mq;299.350000;302.750000;mq;5.300000
61980;20230401060000;101540;6.300000;304.350000;63;19220;0;101390;mq;mq;mq;mq;0.400000
61996;20230401060000;102440;1.900000;293.250000;70;mq;mq;102100;mq;289.350000;294.450000;mq;0.000000
61997;20230401060000;98920;13.400000;279.150000;69;mq;mq;97180;mq;277.150000;283.750000;mq;18.000000
61998;20230401060000;100250;13.400000;284.450000;69;mq;mq;99890;mq;mq;mq;mq;0.400000
67005;20230401060000;101220;6.100000;304.050000;75;20000;0;101140;mq;mq;mq;mq;1.000000
71805;20230401060000;101950;4.500000;271.750000;100;13480;0;101860;mq;mq;mq;mq;-0.100000
78890;20230401060000;101710;9.100000;298.450000;76;mq;mq;101390;mq;297.650000;302.450000;mq;0.000000
78894;20230401060000;101800;8.000000;297.450000;75;mq;mq;101280;mq;295.750000;302.250000;mq;4.600000
78897;20230401060000;101760;1.600000;295.450000;88;19070;mq;101670;mq;mq;mq;mq;1.200000
78922;20230401060000;101710;10.400000;298.750000;77;mq;mq;101260;mq;297.450000;301.350000;mq;0.600000
78925;20230401060000;101670;6.400000;298.450000;71;57810;0;101580;mq;303.050000;303.050000;mq;mq
81401;20230401060000;101240;0.000000;295.450000;97;mq;mq;101180;mq;294.750000;306.050000;mq;2.000000
81405;20230401060000;101260;1.300000;295.850000;94;10120;0;101170;mq;mq;mq;mq;0.200000
81408;20230401060000;101200;0.000000;295.350000;97;mq;mq;101120;mq;295.350000;305.150000;mq;0.200000
81415;20230401060000;mq;0.500000;296.750000;94;mq;mq;mq;mq;296.750000;305.850000;mq;1.800000
89642;20230401060000;99890;9.800000;270.050000;92;10000;3;99350;mq;mq;mq;mq;mq
07005;20230401090000;100320;9.300000;282.450000;97;5110;63;99460;mq;mq;mq;0.000000;23.800000
07015;20230401090000;100170;7.200000;282.750000;92;25820;0;99610;mq;mq;mq;0.000000;8.800000
07020;20230401090000;100730;8.100000;284.250000;84;mq;mq;100620;mq;mq;mq;mq;0.400000
07027;20230401090000;100760;9.400000;285.150000;74;12460;0;99960;mq;mq;mq;0.000000;2.000000
07037;20230401090000;100590;8.100000;282.850000;81;40780;0;98710;mq;mq;mq;0.000000;5.800000
07072;20230401090000;100390;8.800000;283.250000;89;16010;61;99250;mq;mq;mq;0.000000;2.800000
07110;20230401090000;101210;3.800000;281.650000;84;19930;0;100020;mq;mq;mq;0.000000;5.200000
07117;20230401090000;101030;6.400000;284.450000;78;12000;1;100330;mq;mq;mq;mq;2.800000
07130;20230401090000;101090;5.300000;284.750000;77;20110;0;100640;mq;mq;mq;0.000000;2.400000
07139;20230401090000;100900;4.500000;282.650000;89;14700;0;99160;mq;mq;mq;0.000000;8.200000
07149;20230401090000;100690;7.200000;285.450000;65;19250;1;99620;mq;mq;mq;0.000000;0.800000
07168;20230401090000;100740;10.700000;283.650000;82;20000;0;99330;mq;mq;mq;0.000000;5.700000
07181;20230401090000;100530;10.400000;281.450000;92;10100;53;96380;mq;mq;mq;mq;11.300000
07190;20230401090000;100520;6.400000;282.550000;85;39060;61;98710;mq;mq;mq;0.000000;5.800000
07207;20230401090000;101300;8.600000;283.050000;88;12000;61;100780;mq;mq;mq;mq;2.200000
07222;20230401090000;101250;6.000000;282.750000;88;6260;63;100930;mq;mq;mq;0.000000;4.400000
07240;20230401090000;101100;6.300000;284.350000;75;19870;0;99760;mq;mq;mq;0.000000;5.000000
07255;20230401090000;101140;5.600000;283.750000;78;20000;0;99150;mq;mq;mq;0.000000;8.100000
07280;20230401090000;101020;3.700000;282.750000;86;16060;61;98390;mq;mq;mq;0.000000;3.600000
07299;20230401090000;100780;8.400000;282.850000;77;28060;61;97530;mq;mq;mq;0.000000;6.200000
07314;20230401090000;101480;9.300000;283.950000;83;mq;mq;101200;mq;mq;mq;mq;2.200000
07335;20230401090000;101280;6.700000;284.650000;79;55440;0;99840;mq;mq;mq;0.000000;7.500000
07434;20230401090000;101450;5.300000;281.150000;95;5600;60;96650;mq;mq;mq;0.000000;7.200000
07460;20230401090000;101300;5.600000;285.050000;63;50470;0;97390;mq;mq;mq;0.000000;5.800000
07471;20230401090000;mq;3.600000;280.250000;73;20000;0;91760;92500;mq;mq;0.000000;4.800000
07481;20230401090000;101400;2.400000;284.250000;66;30000;60;98540;mq;mq;mq;0.000000;2.000000
07510;20230401090000;101750;6.400000;285.250000;82;16170;0;101170;mq;mq;mq;0.000000;2.600000
07535;20230401090000;101690;4.600000;284.450000;73;16710;0;98570;mq;mq;mq;0.000000;2.600000
07558;20230401090000;101560;9.300000;281.250000;79;20000;0;93230;mq;mq;mq;0.000000;4.200000
07577;20230401090000;101440;1.500000;287.450000;54;20000;0;100560;mq;mq;mq;0.000000;0.000000
07591;20230401090000;mq;3.200000;282.350000;65;mq;mq;91150;mq;276.750000;287.850000;0.000000;5.600000
07607;20230401090000;101980;7.600000;284.650000;81;10890;61;101260;mq;mq;mq;0.000000;0.400000
07621;20230401090000;102050;7.200000;284.750000;66;1040;10;97720;mq;mq;mq;0.000000;0.400000
07627;20230401090000;101960;6.600000;285.950000;52;20000;0;97070;mq;mq;mq;0.000000;2.200000
07630;20230401090000;101870;10.400000;287.050000;61;14340;0;100080;mq;mq;mq;0.000000;-0.100000
07643;20230401090000;101650;9.500000;286.850000;53;44560;0;101550;mq;mq;mq;0.000000;-0.100000
07650;20230401090000;101540;8.700000;287.250000;63;19970;0;101160;mq;mq;mq;0.000000;0.000000
07661;20230401090000;mq;14.200000;mq;mq;18000;2;mq;mq;mq;mq;mq;mq
07690;20230401090000;100780;5.600000;293.050000;27;60000;3;100480;mq;mq;mq;0.000000;0.000000
07747;20230401090000;101800;7.800000;288.750000;39;51370;0;101270;mq;mq;mq;0.000000;0.000000
07761;20230401090000;101300;6.400000;289.850000;50;17430;0;101190;mq;mq;mq;0.000000;0.000000
07790;20230401090000;100900;7.500000;289.850000;37;39780;0;100760;mq;mq;mq;mq;-0.100000
61968;20230401090000;101000;2.100000;304.550000;70;mq;mq;100960;mq;298.350000;304.550000;mq;0.000000
61972;20230401090000;101430;mq;301.550000;68;mq;mq;101360;mq;298.150000;302.050000;mq;0.000000
61976;20230401090000;101160;7.300000;304.350000;74;mq;mq;101070;mq;299.350000;304.550000;mq;5.300000
61980;20230401090000;101390;7.900000;304.650000;61;18510;0;101240;mq;mq;mq;mq;0.400000
61996;20230401090000;102390;3.200000;292.350000;81;mq;mq;102050;mq;289.350000;294.050000;mq;0.000000
61997;20230401090000;99020;14.700000;279.250000;67;mq;mq;97280;mq;277.150000;283.750000;mq;18.600000
61998;20230401090000;100170;11.800000;287.250000;51;mq;mq;99810;mq;mq;mq;mq;mq
67005;20230401090000;101090;6.600000;305.150000;73;20000;0;101010;mq;mq;mq;mq;1.000000
71805;20230401090000;102010;3.600000;271.850000;98;54540;0;101920;mq;mq;mq;mq;-0.100000
78890;20230401090000;101680;10.100000;298.050000;75;mq;mq;101360;mq;297.650000;302.450000;mq;0.000000
78894;20230401090000;101790;10.900000;297.550000;68;mq;mq;101270;mq;295.750000;302.250000;mq;4.800000
78897;20230401090000;101740;1.700000;295.550000;89;13680;mq;101650;mq;mq;mq;mq;1.400000
78922;20230401090000;101660;9.700000;298.450000;75;mq;mq;101210;mq;297.450000;301.350000;mq;0.600000
78925;20230401090000;101620;6.600000;297.750000;76;52030;0;101530;mq;mq;mq;mq;mq
81401;20230401090000;101260;0.500000;294.950000;99;mq;mq;101200;mq;294.650000;306.050000;mq;2.000000
81405;20230401090000;101270;0.000000;294.850000;98;9550;0;101180;mq;mq;mq;mq;-0.100000
81408;20230401090000;101230;0.000000;295.050000;97;mq;mq;101150;mq;295.050000;305.150000;mq;0.200000
81415;20230401090000;mq;0.900000;295.650000;98;mq;mq;mq;mq;295.650000;305.850000;mq;1.800000
89642;20230401090000;99720;14.400000;267.550000;89;15000;2;99180;mq;mq;mq;mq;mq
07005;20230401120000;100520;6.800000;282.350000;96;15270;60;99650;mq;mq;mq;0.000000;28.700000
07015;20230401120000;100350;6.200000;282.350000;96;3130;52;99780;mq;mq;mq;0.000000;8.400000
07020;20230401120000;100860;6.900000;285.150000;84;15000;2;100750;mq;mq;mq;mq;-0.100000
07027;20230401120000;100810;8.900000;285.850000;76;19430;0;100010;mq;mq;mq;0.000000;1.800000
07037;20230401120000;100670;7.400000;283.650000;77;39490;0;98800;mq;mq;mq;0.000000;5.200000
07072;20230401120000;100500;6.900000;283.950000;83;20000;60;99360;mq;mq;mq;0.000000;3.000000
07110;20230401120000;101280;7.400000;284.350000;71;24880;0;100100;mq;mq;mq;0.000000;5.200000
07117;20230401120000;101140;6.400000;285.050000;76;12000;2;100440;mq;mq;mq;mq;2.800000
07130;20230401120000;101110;3.900000;285.050000;78;19860;0;100660;mq;mq;mq;0.000000;1.600000
07139;20230401120000;100900;5.100000;283.850000;85;20000;0;99170;mq;mq;mq;0.000000;9.000000
07149;20230401120000;100690;7.200000;286.850000;55;31430;2;99620;mq;mq;mq;0.000000;0.400000
07168;20230401120000;100720;9.300000;286.550000;65;20000;0;99320;mq;mq;mq;0.000000;5.700000
07181;20230401120000;100620;8.900000;282.150000;89;19750;0;96480;mq;mq;mq;mq;13.300000
07190;20230401120000;100590;5.800000;283.650000;80;46560;0;98790;mq;mq;mq;0.000000;5.000000
07207;20230401120000;101390;8.500000;284.550000;74;12000;80;100870;mq;mq;mq;mq;3.600000
07222;20230401120000;101240;6.200000;283.850000;88;19550;0;100930;mq;mq;mq;0.000000;6.800000
07240;20230401120000;100960;5.400000;286.750000;66;43920;0;99630;mq;mq;mq;0.000000;3.000000
07255;20230401120000;101000;4.800000;286.650000;59;20000;0;99030;mq;mq;mq;0.000000;2.800000
07280;20230401120000;100870;6.100000;286.150000;65;44220;0;98270;mq;mq;mq;0.000000;3.600000
07299;20230401120000;100790;7.500000;284.750000;71;58570;0;97570;mq;mq;mq;0.000000;6.800000
07314;20230401120000;101440;10.400000;284.650000;80;mq;mq;101160;mq;mq;mq;mq;2.200000
07335;20230401120000;101240;11.100000;281.650000;87;2020;63;99790;mq;mq;mq;0.000000;7.300000
07434;20230401120000;101380;6.000000;281.150000;87;33310;0;96580;mq;mq;mq;0.000000;8.400000
07460;20230401120000;101270;5.500000;282.150000;79;29640;0;97320;mq;mq;mq;0.000000;6.000000
07471;20230401120000;mq;5.600000;280.750000;78;11970;0;91620;92500;mq;mq;0.000000;5.800000
07481;20230401120000;101190;1.600000;286.950000;58;50000;1;98360;mq;mq;mq;0.000000;2.000000
07510;20230401120000;101670;9.200000;285.950000;71;16360;0;101090;mq;mq;mq;0.000000;2.800000
07535;20230401120000;101460;4.100000;287.350000;55;19950;0;98380;mq;mq;mq;0.000000;2.400000
07558;20230401120000;101420;7.600000;282.950000;72;20000;0;93150;mq;mq;mq;0.000000;4.200000
